molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1822109,O=C(Nc1cnc2[nH]ccc2c1)c1c(F)ccc(NS(=O)(=O)N2CCCC2)c1F,120.0
CHEMBL1822108,CCN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,400.0
CHEMBL1822107,CN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,200.0
CHEMBL1822106,O=C(Nc1cnc2[nH]ccc2c1)c1c(F)ccc(NS(=O)(=O)C2CC2)c1F,99.0
CHEMBL1822105,O=C(Nc1cnc2[nH]ccc2c1)c1c(F)ccc(NS(=O)(=O)CC(F)(F)F)c1F,38.0
CHEMBL1822104,O=C(Nc1cnc2[nH]ccc2c1)c1c(F)ccc(NS(=O)(=O)CCC(F)(F)F)c1F,33.0
CHEMBL1822103,O=C(Nc1cnc2[nH]ccc2c1)c1c(F)ccc(NS(=O)(=O)CC2CC2)c1F,29.0
CHEMBL1822102,CC(C)CS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,140.0
CHEMBL1822101,O=C(Nc1cnc2[nH]ccc2c1)c1c(F)ccc(NS(=O)(=O)CCCF)c1F,19.0
CHEMBL1822100,CCCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,40.0
CHEMBL1822099,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)N4CCCC4)c3F)cc12,8.6
CHEMBL1822098,CCN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,29.0
CHEMBL1822097,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)N(C)C)c3F)cc12,18.0
CHEMBL1822096,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)NCC(F)F)c3F)cc12,13.0
CHEMBL1822095,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)NC(C)C)c3F)cc12,110.0
CHEMBL1822094,CCNS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,18.0
CHEMBL1822093,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)Cc4ccccc4)c3F)cc12,190.0
CHEMBL1822092,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)C4CC4)c3F)cc12,63.0
CHEMBL1822091,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)CC4CC4)c3F)cc12,17.0
CHEMBL1822090,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)CC(C)C)c3F)cc12,4.5
CHEMBL1822089,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)CCCF)c3F)cc12,1.3
CHEMBL1822088,CCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,25.0
CHEMBL1822087,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1C,680.0
CHEMBL1822086,CCCS(=O)(=O)Nc1ccc(C)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,170.0
CHEMBL1822085,CCCS(=O)(=O)Nc1cc(F)c(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,19.0
CHEMBL1822084,CCCS(=O)(=O)Nc1cc(F)cc(C(=O)Nc2cnc3[nH]ccc3c2)c1F,76.0
CHEMBL1822083,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1,210.0
CHEMBL1822082,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]ccc3c2)c1,88.0
CHEMBL1822081,CCCS(=O)(=O)Nc1cccc(C(=O)Nc2cnc3[nH]ccc3c2)c1F,87.0
CHEMBL1822080,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]ccc3c2)c1Cl,8.3
CHEMBL1822079,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,17.0
CHEMBL1822077,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1C(F)(F)F,530.0
CHEMBL1822076,CCCS(=O)(=O)Nc1ccc(OC)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,2600.0
CHEMBL1822075,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1OC,110.0
CHEMBL1822074,CCCS(=O)(=O)Nc1cc(F)c(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,2.3
CHEMBL1822073,CCCS(=O)(=O)Nc1cc(F)cc(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,7.5
CHEMBL1822072,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1,150.0
CHEMBL1822071,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1,61.0
CHEMBL1822070,CCCS(=O)(=O)Nc1cccc(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,13.0
CHEMBL1822069,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1Cl,1.4
CHEMBL1822078,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,38.0
CHEMBL1822068,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,1.7
CHEMBL1822067,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,4.8
CHEMBL1824291,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCCN1CCOCC1,36.0
CHEMBL1824290,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCN1CCOCC1,52.0
CHEMBL1824289,COCCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC,59.0
CHEMBL1824285,COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)on4)ccc3F)c2cc1OC,62.0
CHEMBL1824288,CCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC,80.0
CHEMBL1824068,COc1cc2ncnc(Nc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,82.0
CHEMBL1824287,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1O,86.0
CHEMBL1824297,COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCCN1CCOCC1,96.0
CHEMBL1824295,COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,100.0
CHEMBL1824293,COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1O,110.0
CHEMBL1824079,COc1cc2ncnc(Oc3ccc(F)c(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,113.0
CHEMBL1824286,COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)on4)c(F)cc3F)c2cc1OC,113.0
CHEMBL1824070,COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,118.0
CHEMBL1824069,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,121.0
CHEMBL1824296,COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCN1CCOCC1,165.0
CHEMBL1824294,CCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,173.0
CHEMBL1824078,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3C)c2cc1OC,179.0
CHEMBL1824080,COc1cc2ncnc(Oc3ccc(Cl)c(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,229.0
CHEMBL1824076,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(C(C)(C)C)cc4)c3)c2cc1OC,290.0
CHEMBL1824292,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCN1CCCCC1,293.0
CHEMBL1824073,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cccc(C(C)(C)C)c4)c3)c2cc1OC,333.0
CHEMBL1824077,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)c2cc1OC,696.0
CHEMBL1824072,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c3)c2cc1OC,1664.0
CHEMBL1824075,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(Cl)cc4)c3)c2cc1OC,1850.0
CHEMBL1824074,COc1cccc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)c1,10000.0
CHEMBL1277253,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,15000.0
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,4142.0
CHEMBL1917776,O=C1CC(c2cccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)c2)=Nc2cnn(Cc3ccccc3)c2N1,655.2
CHEMBL1922467,NC(=O)c1ccc2[nH]cc(-c3cccc(O)c3)c2c1,10000.0
CHEMBL1922468,O=C1NC(=O)c2cc3c(-c4cccc(O)c4)c[nH]c3cc21,3470.0
CHEMBL1922469,O=C1NC(=O)c2cc(Nc3cccc(O)c3)c(Nc3cccc(O)c3)cc21,338.0
CHEMBL1922470,O=C1NC(=O)c2cc(Nc3cccc(O)c3)c(Nc3ccccc3)cc21,1680.0
CHEMBL1922471,O=c1[nH][nH]c(=O)c2cc(Nc3cccc(O)c3)c(Nc3ccccc3)cc12,3770.0
CHEMBL1922472,O=c1[nH][nH]c(=O)c2cc(Nc3cccc(O)c3)c(Nc3cccc(O)c3)cc12,290.0
CHEMBL1922473,O=C(Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1)c1cccc(Cl)c1,117.0
CHEMBL1922474,O=C(Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1)c1cccc(Br)c1,35.0
CHEMBL1922475,O=C(Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1)c1cccc(I)c1,8.0
CHEMBL1922476,O=C(Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1)c1cccc(C(F)(F)F)c1,10.0
CHEMBL1922591,O=C(Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1)c1cccc(OC(F)(F)F)c1,6.0
CHEMBL1922592,N#Cc1cccc(C(=O)Nc2cccc(Nc3cc4c(cc3Cl)C(=O)NC4=O)c2)c1,297.0
CHEMBL1922593,Cn1nc(C(C)(C)C)cc1C(=O)Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1,349.0
CHEMBL1922594,O=C(Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1)c1cccc(Cl)c1,35.0
CHEMBL1922595,O=C(Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1)c1cccc(Br)c1,19.0
CHEMBL1922596,O=C(Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1)c1cccc(I)c1,8.0
CHEMBL1922597,O=C(Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1)c1cccc(C(F)(F)F)c1,17.0
CHEMBL1922598,O=C(Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1)c1cccc(OC(F)(F)F)c1,18.0
CHEMBL1922599,N#Cc1cccc(C(=O)Nc2cccc(Nc3cc4c(=O)[nH][nH]c(=O)c4cc3Cl)c2)c1,296.0
CHEMBL1922600,Cn1nc(C(C)(C)C)cc1C(=O)Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1,293.0
CHEMBL1614725,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1934652,COc1cncc(-c2nc(NC(C)(C)CO)nc3sc(C(N)=O)c(N)c23)c1,1010.0
CHEMBL1934651,COc1cncc(-c2nc(N[C@H](C)CO)nc3sc(C(N)=O)c(N)c23)c1,2510.0
CHEMBL1934650,NC(=O)c1sc2ncnc(-c3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c2c1N,327.0
CHEMBL1934649,CC(C)(CO)Nc1nc(-c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2)c2c(N)c(C(N)=O)sc2n1,1540.0
CHEMBL1934648,CC(C)(CO)Nc1nc(-c2cccc(O)c2F)c2c(N)c(C(N)=O)sc2n1,332.0
CHEMBL1934647,CC(C)(CO)Nc1nc(-c2cc(O)cc(Cl)c2)c2c(N)c(C(N)=O)sc2n1,103.0
CHEMBL1934646,NC(=O)c1sc2nc(NC3CC3)nc(-c3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c2c1N,546.0
CHEMBL1934645,Cc1ccc(NC(=O)Nc2cccc(-c3nc(NC4CC4)nc4sc(C(N)=O)c(N)c34)c2)cc1,2030.0
CHEMBL1934644,NC(=O)c1sc2nc(NC3CC3)nc(-c3cccc(NC(=O)Nc4ccccc4)c3)c2c1N,10100.0
CHEMBL1934641,COc1cncc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1,685.0
CHEMBL1934516,NC(=O)c1sc2nc(NC3CC3)nc(-c3cccc(O)c3F)c2c1N,111.0
CHEMBL1934515,Cc1ccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)cc1O,202.0
CHEMBL1934514,NC(=O)c1sc2nc(NC3CC3)nc(-c3ccc(Cl)c(O)c3)c2c1N,271.0
CHEMBL1934513,NC(=O)c1sc2nc(NC3CC3)nc(-c3cc(O)cc(Cl)c3)c2c1N,25.0
CHEMBL1934510,COc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1,11700.0
CHEMBL1934509,NC(=O)c1sc2nc(NC3CC3)nc(-c3ccc(O)cc3)c2c1N,13900.0
CHEMBL1934508,NC(=O)c1sc2nc(NC3CC3)nc(-c3cccc(O)c3)c2c1N,212.0
CHEMBL1934506,C[C@H](CO)Cc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,14500.0
CHEMBL1934505,C[C@H](CO)Oc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,6880.0
CHEMBL1934504,CC(C)(CO)Nc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,9640.0
CHEMBL1934503,C[C@H](CO)Nc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,3820.0
CHEMBL1934502,NCCNc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,9750.0
CHEMBL1934501,NC(=O)c1sc2nc(NCCO)nc(-c3ccc(Cl)c(Cl)c3)c2c1N,7910.0
CHEMBL1934499,NC(=O)c1sc2nc(N)nc(-c3ccc(Cl)c(Cl)c3)c2c1N,17600.0
CHEMBL1934498,NC(=O)c1sc2ncnc(-c3ccc(Cl)c(Cl)c3)c2c1N,60000.0
CHEMBL1934497,NC(=O)c1sc2nc(NC3CC3)nc(-c3ccc(Cl)c(Cl)c3)c2c1N,4740.0
CHEMBL1934643,CCNC(=O)Nc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1,4730.0
CHEMBL1934642,CC(=O)Nc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1,2450.0
CHEMBL1934640,NC(=O)c1sc2nc(NC3CC3)nc(-c3ccc4nc[nH]c4c3)c2c1N,15400.0
CHEMBL1934518,N#CNc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1,1600.0
CHEMBL1934517,NC(=O)c1sc2nc(NC3CC3)nc(-c3cccc(CO)c3)c2c1N,1330.0
CHEMBL1934512,NC(=O)c1sc2nc(NC3CC3)nc(-c3cccc(N)c3)c2c1N,1540.0
CHEMBL1934511,NC(=O)c1sc2nc(NC3CC3)nc(-c3cccnc3)c2c1N,1120.0
CHEMBL1934507,NC(=O)c1sc2nc(NC3CC3)nc(-c3ccc(F)c(F)c3)c2c1N,1210.0
CHEMBL1934500,CNc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,718.0
CHEMBL1939068,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1Cl,2.2
CHEMBL1939069,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(C(C)C)c3c2)c1F,14.0
CHEMBL1939070,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(C4CC4)c3c2)c1F,2.7
CHEMBL1939071,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(C4CC4)c3c2)c1Cl,3.8
CHEMBL1939072,CC(C)CS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(C4CC4)c3c2)c1Cl,2.0
CHEMBL1939073,O=C(Nc1cnc2[nH]nc(C3CC3)c2c1)c1c(F)ccc(NS(=O)(=O)CCCF)c1Cl,0.6
CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,190.0
CHEMBL1945165,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F,560.0
CHEMBL1945164,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(N(C)C)c3c2)c1F,650.0
CHEMBL1945163,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cnc3c2)c1F,3000.0
CHEMBL1945020,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc(N)c(Br)c2)c1F,1200.0
CHEMBL1945019,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2ccc(N)nc2)c1F,3000.0
CHEMBL1945018,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cccnc2)c1F,3000.0
CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,28.0
CHEMBL1946171,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2ccc(Oc3ccnc(-c4cnc(C(F)(F)F)[nH]4)c3)cc21,3.0
CHEMBL1230020,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,13.0
CHEMBL1950880,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccccc4)ncc3c2)ccn1,2200.0
CHEMBL1950881,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccccc4Br)ncc3c2)ccn1,24000.0
CHEMBL1950882,CCc1ccccc1Nc1ncc2cc(Oc3ccnc(C(=O)NC)c3)ccc2n1,1300.0
CHEMBL1950883,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccccc4Oc4ccccc4)ncc3c2)ccn1,5300.0
CHEMBL1950884,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(Cl)c4)ncc3c2)ccn1,660.0
CHEMBL1950885,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(Br)c4)ncc3c2)ccn1,180.0
CHEMBL1950886,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)ncc3c2)ccn1,45.0
CHEMBL1950887,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(F)(F)F)c4)ncc3c2)ccn1,640.0
CHEMBL1950888,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(OC(F)(F)F)c4)ncc3c2)ccn1,70.0
CHEMBL1950889,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)C)c4)ncc3c2)ccn1,150.0
CHEMBL1950890,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(F)cc4)ncc3c2)ccn1,600.0
CHEMBL1950891,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)ncc3c2)ccn1,310.0
CHEMBL1950892,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(C(F)(F)F)cc4)ncc3c2)ccn1,67.0
CHEMBL1950893,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(C(C)C)cc4)ncc3c2)ccn1,1.0
CHEMBL1950894,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(OC)cc4)ncc3c2)ccn1,390.0
CHEMBL1950978,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(OC(F)(F)F)cc4)ncc3c2)ccn1,80.0
CHEMBL1950979,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Oc5ccccc5)cc4)ncc3c2)ccn1,600.0
CHEMBL1950980,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(-c5cccnc5)cc4)ncc3c2)ccn1,25000.0
CHEMBL1950981,O=C(NCCO)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)ncc3c2)ccn1,8600.0
CHEMBL1950982,O=C(NCCN1CCCCC1)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)ncc3c2)ccn1,1300.0
CHEMBL1950983,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)cnc3c2)ccn1,25.0
CHEMBL1950984,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)ccc3c2)ccn1,26.0
CHEMBL1952154,O=C(/C(=C\c1ccc([N+](=O)[O-])cc1)S(=O)(=O)Cc1ccccc1)c1ccccc1,1370.0
CHEMBL1952178,O=C(/C(=C\c1ccc([N+](=O)[O-])cc1)S(=O)(=O)Cc1ccccc1)c1ccc(Cl)cc1,1230.0
CHEMBL1952179,O=C(/C(=C\c1ccc(F)cc1)S(=O)(=O)Cc1ccccc1)c1ccc(Cl)cc1,1780.0
CHEMBL261849,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,4800.0
CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,35000.0
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,1760.0
CHEMBL2011298,Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc(C(F)(F)F)cc1,1500.0
CHEMBL2011297,N#Cc1ccc(-n2nc(-c3ccncc3)c(-c3ccc(F)cc3)c2N)cc1,1700.0
CHEMBL2011296,Cc1ccc(-n2nc(-c3ccncc3)c(-c3ccc(F)cc3)c2N)cc1,890.0
CHEMBL2011295,Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc([N+](=O)[O-])cc1,1400.0
CHEMBL2011294,COc1ccc(-n2nc(-c3ccncc3)c(-c3ccc(F)cc3)c2N)cc1,860.0
CHEMBL2011293,Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc(Cl)cc1,800.0
CHEMBL2011292,Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccccc1,900.0
CHEMBL2011291,Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,592.0
CHEMBL2011299,NC(=O)c1c(-c2ccncc2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1N,100000.0
CHEMBL2011300,CCOC(=O)c1c(-c2ccncc2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1N,100000.0
CHEMBL2011301,NC(=O)c1c(-c2ccncc2)nn(-c2ccccc2)c1N,64000.0
CHEMBL2011302,Nc1c(C(=O)O)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,100000.0
CHEMBL2011303,Nc1cc(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,100000.0
CHEMBL2011304,Fc1ccc(-c2cn(-c3c(Cl)cc(Cl)cc3Cl)nc2-c2ccncc2)cc1,2500.0
CHEMBL2011305,Fc1ccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nc2-c2ccncc2)cc1,2700.0
CHEMBL2023328,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3ccncc3[nH]2)c1F,10000.0
CHEMBL2023329,CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3ccncc3c2)c1F,340.0
CHEMBL2023330,CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3ccncc3n2)c1F,3606.0
CHEMBL2023331,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnccc3cn2)c1F,241.0
CHEMBL2023332,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cncc(Br)c3cn2)c1F,72.0
CHEMBL2023333,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnccc3c(=O)n2C)c1F,71.0
CHEMBL2023334,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnccc3n(CCc3ccccc3)c2=O)c1F,13.0
CHEMBL2023335,CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3cc(N)ncc3c2)c1F,549.0
CHEMBL2023336,CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3nc(N)ncc3c2)c1F,140.0
CHEMBL2023337,CCCS(=O)(=O)Nc1cccc(-c2cc3cnc(N)nc3n(C)c2=O)c1,10000.0
CHEMBL2023338,CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3nc(N)ncc3c2)c1,10000.0
CHEMBL2023339,CCCS(=O)(=O)Nc1ccc(C)c(-c2ccc3nc(N)ncc3c2)c1,128.0
CHEMBL2023340,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(N)nc3n(C)c2=O)c1F,10.0
CHEMBL2023341,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(NC)nc3n(C)c2=O)c1F,9.0
CHEMBL2023342,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(NCC4CC4)nc3n(C)c2=O)c1F,3.0
CHEMBL2023497,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(NCCO)nc3n(C)c2=O)c1F,6.0
CHEMBL2023498,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(NCCCO)nc3n(C)c2=O)c1F,7.0
CHEMBL2023499,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(NC4CCOCC4)nc3n(C)c2=O)c1F,15.0
CHEMBL2023500,CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(Nc4ccccc4)nc3n(C)c2=O)c1F,0.5
