molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3909927,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3OC)ccc2[nH]1,100.0
CHEMBL3978077,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(N4CCCC4)c3)ccc2[nH]1,1000.0
CHEMBL3912623,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(C)cccc3Cl)ccc2[nH]1,100.0
CHEMBL3895329,CC#CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)cc3)ccc2[nH]1,100.0
CHEMBL3905869,CC(C)(CO)COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,100.0
CHEMBL3904626,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(S(N)(=O)=O)c3)ccc2[nH]1,100.0
CHEMBL3952219,CC(C)(COCc1ccccc1)COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,100.0
CHEMBL3924322,COCCOc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1,1000.0
CHEMBL3919874,CC[C@@H](c1ccccc1)N1C(=O)c2ccccc2C1(O)c1ccc2[nH]c(NC(=O)OC)nc2c1,1000.0
CHEMBL3986250,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3cccc(Cl)c3)ccc2[nH]1,100.0
CHEMBL3955234,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC(C)C)ccc2[nH]1,100.0
CHEMBL3932042,CCNC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,100.0
CHEMBL3912868,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(F)c3)ccc2[nH]1,100.0
CHEMBL3947729,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C3Cc4ccccc4C3)ccc2[nH]1,10000.0
CHEMBL3944184,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CCc3ccccc3)ccc2[nH]1,1000.0
CHEMBL3935093,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3C(F)(F)F)cc2N1,10000.0
CHEMBL3917582,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3F)cc2N1,10000.0
CHEMBL3926056,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2n1C,10000.0
CHEMBL3970715,CC(C)N1C(=O)c2ccccc2C1(O)c1ccc2c(c1)NC(=O)CO2,10000.0
CHEMBL3900407,CCCCN1C(=O)c2ccccc2C1(O)c1ccc2c(c1)NC(=O)CO2,1000.0
CHEMBL3904708,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(Cl)ccc(I)c3C)ccc2[nH]1,100.0
CHEMBL3953994,CCc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1F,100.0
CHEMBL3895695,O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)cc2[nH]1)C1CC1(F)F,100.0
CHEMBL3950894,O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OC1CCCCC1,100.0
CHEMBL3934876,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3cccc(Cl)c3)ccc2[nH]1,100.0
CHEMBL3889881,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(-c4ccccc4)c3)cc2N1,10000.0
CHEMBL3901260,Nc1cc(Cl)cc(N2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)c1,100.0
CHEMBL3897556,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(C(F)(F)F)c3)cc2N1,1000.0
CHEMBL3984827,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cc(Cl)c(F)cc3F)cc2[nH]1,100.0
CHEMBL3939435,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(OC)c3)cc2[nH]1,100.0
CHEMBL3896457,O=C1c2ccccc2C(O)(c2ccc3[nH]c(Nc4ncc(Cl)cn4)nc3c2)N1c1cccc(Cl)c1F,100.0
CHEMBL3972982,O=C1c2ccccc2C(O)(c2ccc3[nH]c(Nc4ncccn4)nc3c2)N1c1cccc(Cl)c1F,100.0
CHEMBL3970324,C#Cc1cccc(N2C(=O)c3c(F)ccc(F)c3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1F,100.0
CHEMBL3966949,O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1)OC1CCC1,100.0
CHEMBL3924801,O=C(CCCN1CCCCC1)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Oc4ccccc4)c3)ccc2[nH]1,100.0
CHEMBL3955737,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(F)ccc(Br)c3F)ccc2[nH]1,100.0
CHEMBL3932484,O=C(Nc1nc2ccc(C3c4ccccc4C(=O)N3c3cccc(Br)c3)cc2[nH]1)OCCN1CCCCC1,100.0
CHEMBL3947386,C#Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1F,100.0
CHEMBL3924015,COC(=O)Nc1nc2cc(C(=O)c3ccccc3NC(=O)OCc3ccccc3)ccc2[nH]1,1000.0
CHEMBL3986543,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)c(F)cc3F)ccc2[nH]1,100.0
CHEMBL3970597,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3cc(Cl)cs3)ccc2[nH]1,100.0
CHEMBL3927054,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Oc4ccccc4)c3)ccc2[nH]1,100.0
CHEMBL3951234,O=C1c2ccccc2C(O)(c2ccc3[nH]c(NC(=O)C(O)(C(F)(F)F)C(F)(F)F)nc3c2)N1Cc1ccccc1,1000.0
CHEMBL3937085,O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OCC(F)(F)F,100.0
CHEMBL3921128,CN(C(N)=O)c1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,100.0
CHEMBL3917344,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(OCCN(C)C)c3)ccc2[nH]1,1000.0
CHEMBL3943723,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(C)cc3)ccc2[nH]1,100.0
CHEMBL3959362,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3C)ccc2[nH]1,100.0
CHEMBL3898105,C#CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,100.0
CHEMBL3980197,CCOC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)cc2[nH]1,10000.0
CHEMBL3918000,Nc1ccccc1N1C(=O)c2ccccc2C1(O)c1ccc2c(c1)NC(=O)CO2,100.0
CHEMBL3900426,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3Cl)cc2N1,10000.0
CHEMBL3912822,COc1cc(Nc2nc3cc(C4(OC)c5ccccc5C(=O)N4C(C)C)ccc3[nH]2)cc(OC)c1,10000.0
CHEMBL3928629,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccc(Cl)c(Cl)c3)cc2N1,10000.0
CHEMBL3651649,CCCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCC)n2)c1Cl,1.0
CHEMBL3651650,CC(C)Nc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,25.0
CHEMBL3651651,CCCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC(C)C)n2)c1Cl,5.0
CHEMBL3651652,COC(=O)N[C@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,11.0
CHEMBL3651653,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)c3ccc(F)cc3)c2F)n1,1.0
CHEMBL3651654,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)c3cccc(F)c3)c2F)n1,0.33
CHEMBL3651655,CC1(c2nc(-c3ccnc(NCCC#N)n3)c(-c3cc(F)cc(NS(C)(=O)=O)c3Cl)[nH]2)CC1,0.23
CHEMBL3651656,Cc1cc(NS(C)(=O)=O)c(Cl)c(-c2[nH]c(C3(C)CC3)nc2-c2ccnc(NCCC#N)n2)c1,0.29
CHEMBL3651657,Cc1cc(NS(C)(=O)=O)c(F)c(-c2[nH]c(C3(C)CC3)nc2-c2ccnc(NCCC#N)n2)c1,0.37
CHEMBL3651658,CC1(c2nc(-c3ccnc(NCCC#N)n3)c(-c3cc(Cl)cc(NS(C)(=O)=O)c3F)[nH]2)CC1,0.11
CHEMBL3651659,CC1(c2nc(-c3ccnc(NCCC#N)n3)c(-c3cccc(NS(C)(=O)=O)c3Cl)[nH]2)CC1,1.0
CHEMBL3651660,CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cc(Cl)cc(NS(C)(=O)=O)c2F)[nH]1,3.0
CHEMBL3651661,CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cc(Cl)cc(NS(=O)(=O)c3c(F)cccc3F)c2F)[nH]1,0.13
CHEMBL3651662,Nc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)c3c(F)cccc3F)c2F)n1,0.1
CHEMBL3651663,CS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(N)n2)c1F,4.0
CHEMBL3651664,CCCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(N)n2)c1F,0.08
CHEMBL3651665,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)n1,0.1
CHEMBL3651666,CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cc(F)cc(NS(C)(=O)=O)c2Cl)[nH]1,5.0
CHEMBL3651667,CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)[nH]1,0.22
CHEMBL3651668,CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cccc(NS(C)(=O)=O)c2Cl)[nH]1,55.0
CHEMBL3651669,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)c3cc(F)cc(F)c3)c2F)n1,0.37
CHEMBL3651670,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2F)n1,7.0
CHEMBL3651671,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(C)cc(NS(=O)(=O)CC(F)(F)F)c2F)n1,0.25
CHEMBL3651672,CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)[nH]1,0.26
CHEMBL3651673,CS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(N)n2)c1Cl,12.0
CHEMBL3651674,Nc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)n1,0.19
CHEMBL3651675,CCCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(N)n2)c1Cl,0.2
CHEMBL3651676,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CCC3)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,0.23
CHEMBL3651677,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CCC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,1.0
CHEMBL3651678,CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)n1,1.0
CHEMBL3651679,CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,31.0
CHEMBL3651680,CCCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC)n2)c1Cl,0.11
CHEMBL3651681,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,2040.0
CHEMBL3651682,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(-c3ccc(C(F)(F)F)cc3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,2.0
CHEMBL3651683,CS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCCC#N)n2)c1F,0.08
CHEMBL3651684,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cccc(NS(=O)(=O)C3CC3)c2F)n1,0.27
CHEMBL3651685,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cccc(NS(C)(=O)=O)c2F)n1,0.61
CHEMBL3651686,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cccc(NS(=O)(=O)C(C)C)c2F)n1,0.78
CHEMBL3651687,CS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCCC#N)n2)c1F,4.0
CHEMBL3651688,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2c(F)ccc(NS(C)(=O)=O)c2Cl)n1,5.0
CHEMBL3639505,CS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCC3(C#N)CC3)n2)c1Cl,35.0
CHEMBL3651689,Nc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)n1,1.0
CHEMBL3651690,O=S(=O)(Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccncn2)c1Cl)c1c(F)cccc1F,1.0
CHEMBL3651691,CS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccncn2)c1Cl,87.0
CHEMBL3651692,CCCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccncn2)c1Cl,4.0
CHEMBL3651693,CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2F)n1,578.0
CHEMBL3651694,C[C@H](O)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2F)n1,28.0
CHEMBL3651695,CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1Cl,0.13
CHEMBL3651696,CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,0.38
CHEMBL3651697,CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,0.16
CHEMBL3651698,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(C)cc(NS(=O)(=O)C(C)C)c2)n1,0.96
CHEMBL3651699,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cccc(NS(=O)(=O)CCC(F)(F)F)c2F)n1,1.08
CHEMBL3651700,CCCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,0.53
CHEMBL3651701,CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCCC#N)n2)c1F,0.13
CHEMBL3651702,CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCCC(N)=O)n2)c1F,2.0
CHEMBL3651703,CCCS(=O)(=O)Nc1c(F)ccc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,0.12
CHEMBL3651704,CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1,1.0
CHEMBL3651705,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2)n1,8.0
CHEMBL3651706,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,0.4
CHEMBL3705042,COC(=O)N[C@@H](C)CNc1nccc(-c2[nH]c(C3CC3)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,0.2
CHEMBL3651606,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(C)cc(NS(C)(=O)=O)c2F)n1,0.2
CHEMBL3651607,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2)n1,0.32
CHEMBL3651608,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C(F)(F)F)c2)n1,235.0
CHEMBL3651609,CCCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1,0.1
CHEMBL3651610,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C3CC3)c2)n1,0.1
CHEMBL3651611,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)CC(C)C)c2)n1,0.3
CHEMBL3651612,CCC(C)S(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1,0.5
CHEMBL3651613,CCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1,0.1
CHEMBL3651614,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C(C)C)c2)n1,1.35
CHEMBL3651615,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(NS(=O)(=O)C(C)C)c(C)c(OC)c2)n1,189.0
CHEMBL3651616,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(NS(=O)(=O)C3CC3)c(C)c(OC)c2)n1,157.0
CHEMBL3651617,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C(C)C)c2)n1,0.63
CHEMBL3651618,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C3CC3)c2C)n1,204.0
CHEMBL3651619,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C(C)C)c2C)n1,67.2
CHEMBL3651620,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(NS(=O)(=O)C(C)C)cc(OC(F)F)c2)n1,11.2
CHEMBL3651621,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(C)cc(NS(=O)(=O)C(C)C)c2)n1,3.12
CHEMBL3651622,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cccc(NS(C)(=O)=O)c2)n1,34.5
CHEMBL3651623,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2)n1,0.48
CHEMBL3651624,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2Cl)n1,0.47
CHEMBL3651625,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2F)n1,0.55
CHEMBL3651626,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2F)n1,0.2
CHEMBL3651627,CCCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,0.89
CHEMBL3651628,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2Cl)n1,0.18
CHEMBL3651629,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C3CC3)c2F)n1,0.18
CHEMBL3651630,CCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,0.24
CHEMBL3651631,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)CCC(F)(F)F)c2F)n1,0.6
CHEMBL3651632,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(C)cc(NS(C)(=O)=O)c2Cl)n1,1.1
CHEMBL3651633,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)CC3CC3)c2F)n1,0.26
CHEMBL3651634,CCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1Cl,0.43
CHEMBL3651635,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)C3CC3)c2Cl)n1,0.3
CHEMBL3651636,CCCS(=O)(=O)Nc1ccc(F)c(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1Cl,0.45
CHEMBL3651637,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,1.0
CHEMBL3651638,CCCS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1Cl,1.0
CHEMBL3651639,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,0.28
CHEMBL3651640,CCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,0.46
CHEMBL3651641,CC(C#N)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2Cl)n1,11.0
CHEMBL3651642,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3(C)CC3)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,1.0
CHEMBL3651643,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3(C)CC3)[nH]c2-c2cc(C)cc(NS(C)(=O)=O)c2F)n1,1.0
CHEMBL3651644,CCCNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)CCC)c2Cl)n1,0.39
CHEMBL3651645,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3(C)CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2Cl)n1,1.0
CHEMBL3651646,CCCNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,5.0
CHEMBL3651647,CCNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,11.0
CHEMBL3651648,CC(C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,5.0
CHEMBL3659905,COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCOCC5)cc34)c2)cc1C(F)(F)F,106.0
CHEMBL3639587,COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCN(C)CC5)cc34)c2)cc1C(F)(F)F,224.0
CHEMBL3659906,COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCCC5)cc34)c2)cc1C(F)(F)F,316.0
CHEMBL3659907,Cc1ccc(C(=O)N2CCOCC2)cc1Nc1ncnc2cnc(N3CCOCC3)cc12,1400.0
CHEMBL3659908,COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(N5CCOCC5)nc34)c2)cc1C(F)(F)F,11.0
CHEMBL3659909,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,32.0
CHEMBL3659910,[C-]#[N+]C(C)(C)c1cccc(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(N5CCOCC5)nc34)c2)c1,7.0
CHEMBL3659911,Cc1ccc(C(=O)n2nc(C(C)(C)C)cc2N)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,2060.0
CHEMBL3659912,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,7.0
CHEMBL3659913,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)nn2C)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,15.0
CHEMBL3659914,Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,4.0
CHEMBL3659915,Cc1ccc(C(=O)Nc2cc(N3CCCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,5.0
CHEMBL3659916,Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,4.0
CHEMBL3659917,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2ccc(N3CCN(C)CC3)nc12,12.0
